playerID,careerPassYards,careerPassTDs,careerINTs,careerPasserRating,careerCompPct,careerSacks,careerGamesStarted,careerQBRushYards,seasonHighPassYards,seasonHighPassTDs,careerRushYards,careerRushTDs,careerYPC,careerRushAttempts,careerFumbles,seasonHighRushYards,careerRecYards,careerReceptions,careerRecTDs,careerYPR,seasonHighRecYards,seasonHighReceptions,careerTargets,careerTotalTDs,seasonHighRecTDs,seasonHighRushTDs,seasons
EvanJe00,0,0,0,0.0,0,0,43,0,0,0,0,0,0,0,0,0,251,25,3,10.0,0,0,0,3,0,0,5
EvanLe00,0,0,0,39.6,0.0,0,118,0,0,0,145,0,14.5,10,5,85,6008,381,43,15.8,1291,82,503,43,9,0,8
EvanMi00,0,0,0,0.0,0,0,176,0,0,0,10,0,10.0,1,3,10,13052,866,108,15.1,1524,96,1432,108,14,0,12
EvanMi01,0,0,0,0.0,0,0,17,0,0,0,1,0,1.0,1,0,0,171,19,2,9.0,0,0,0,2,0,0,1
EvanSh00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EvanZa00,0,0,0,0.0,0,0,10,0,0,0,19,0,2.11,9,0,19,0,0,0,0,0,0,0,0,0,0,1
EverGe00,0,0,0,0.0,0,0,124,0,0,0,61,1,5.08,12,7,20,2869,292,19,9.8,555,58,437,20,4,1,8
EverJi00,34837,203,175,78.6,0.577,0,158,596,0,0,596,4,2.32,257,0,0,0,0,0,0,0,0,0,4,0,0,12
EverKe00,0,0,0,0.0,0,0,17,0,0,0,0,0,0,0,0,0,4,2,0,2.0,3,1,2,0,0,0,3
EwerQu00,622,3,3,85.5,0.663,0,4,19,0,0,19,0,2.38,8,0,0,-6,1,0,-6.0,0,0,0,0,0,0,1
EwinBr00,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,29,2,0,14.5,29,2,2,0,0,0,2
EzukEr00,0,0,0,0.0,0,0,5,0,0,0,22,0,4.4,5,0,22,3,1,0,3.0,3,1,4,0,0,0,3
FaaoNu00,0,0,0,0.0,0,0,52,0,0,0,71,2,3.55,20,0,0,24,2,0,12.0,0,0,0,2,0,0,4
FaleDa00,287,1,1,79.1,0.646,3,5,8,265,1,8,1,1.6,5,1,8,0,0,0,0,0,0,0,1,0,1,6
FalkLu00,416,0,3,62.4,0.644,16,3,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FannHa00,0,0,0,0.0,0,0,16,0,0,0,13,1,1.86,7,0,0,731,72,6,10.2,0,0,0,7,0,0,1
FantNo00,0,0,0,0.0,0,0,110,0,0,0,-12,0,-4.0,3,1,0,3593,334,18,10.8,673,68,419,18,4,0,7
FargJu00,0,0,0,0.0,0,0,92,0,0,0,3369,10,4.07,827,10,1009,523,77,0,6.8,188,23,81,10,0,4,7
FarlJo20,0,0,0,0.0,0,0,13,0,0,0,11,0,1.57,7,0,0,11,2,0,5.5,0,0,0,0,0,0,1
FarmDa00,0,0,0,0.0,0,0,33,0,0,0,0,0,0,0,2,0,611,43,1,14.2,268,19,71,1,1,0,3
FarmGe00,0,0,0,0.0,0,0,39,0,0,0,-9,0,-9.0,1,0,0,980,65,7,15.1,0,0,0,7,0,0,8
FarrLu00,0,0,0,0.0,0,0,83,0,0,0,0,0,0,0,1,0,403,47,2,8.6,155,13,47,2,2,0,5
FarrMe20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FasaAn00,0,0,0,0.0,0,0,180,0,0,0,0,0,0,0,3,0,3278,299,36,11.0,528,41,440,36,7,0,12
FasaRa00,171,0,4,8.8,0.341,7,4,95,171,0,95,0,5.28,18,0,95,0,0,0,0,0,0,0,0,0,0,1
FasoCi00,0,0,0,0.0,0,0,18,0,0,0,161,5,3.22,50,0,99,19,3,0,6.3,19,3,3,5,0,4,2
FaulCh20,0,0,0,0.0,0,0,17,0,0,0,0,0,0,0,0,0,18,2,0,9.0,0,0,0,0,0,0,3
FaulKe00,21,0,0,65.6,0.5,0,161,0,23,0,3607,16,4.17,864,20,638,3701,431,15,8.6,486,58,499,31,3,4,13
FaulMa00,0,0,0,39.6,0.0,0,176,0,0,0,12279,100,4.33,2836,13,5452,6875,767,36,9.0,2902,306,550,136,9,42,12
FaurCh00,0,0,0,0.0,0,0,191,0,0,0,0,0,0,0,3,0,2529,252,22,10.0,890,83,228,22,7,0,13
FavrBr00,71838,508,336,86.0,0.62,291,302,1844,26874,213,1844,14,3.06,602,34,1265,-7,2,0,-3.5,0,1,1,14,0,11,20
FazaJe00,0,0,0,0.0,0,0,20,0,0,0,733,4,3.49,210,3,368,104,16,0,6.5,104,16,18,4,0,2,2
FeelA.00,4618,28,31,69.1,0.558,44,28,49,1893,11,49,1,1.32,37,5,23,0,0,0,0,0,0,0,1,0,1,11
FehoSi00,0,0,0,0.0,0,0,32,0,0,0,0,0,0,0,0,0,139,10,1,13.9,106,6,22,1,1,0,5
FeltDe00,0,0,0,0.0,0,0,24,0,0,0,20,0,2.5,8,0,24,189,20,2,9.4,181,18,25,2,2,0,2
FeltJe00,0,0,0,0.0,0,0,132,0,0,0,178,0,3.24,55,1,76,421,50,0,8.4,133,13,73,0,0,0,9
FeltTa00,0,0,0,0.0,0,0,17,0,0,0,0,0,0,0,0,0,25,3,0,8.3,0,0,0,0,0,0,1
FeneGi00,0,0,0,0.0,0,0,31,0,0,0,832,5,3.92,212,0,0,444,44,2,10.1,0,0,0,7,0,0,6
FennDe00,0,0,0,0.0,0,0,120,0,0,0,2996,32,3.73,804,0,0,1578,202,10,7.8,0,0,0,42,0,0,9
FennRi00,0,0,0,0.0,0,0,63,0,0,0,1508,11,4.21,358,0,0,628,71,2,8.8,0,0,0,13,0,0,5
FergJa00,0,0,0,0.0,0,0,64,0,0,0,1,0,1.0,1,4,1,2029,231,15,8.8,761,82,210,15,8,0,4
FergRo00,0,0,0,0.0,0,0,83,0,0,0,-8,0,-8.0,1,0,0,1993,151,13,13.2,520,38,181,13,4,0,8
FergTe00,0,0,0,0.0,0,0,14,0,0,0,0,0,0.0,1,0,0,231,11,3,21.0,0,0,0,3,0,0,1
FergVa00,0,0,0,0.0,0,0,33,0,0,0,1163,5,4.01,290,0,0,212,26,0,8.2,0,0,0,5,0,0,4
FernMe00,0,0,0,0.0,0,0,86,0,0,0,35,0,5.83,6,0,0,3764,209,19,18.0,0,0,0,19,0,0,10
FerrEa00,0,0,0,0.0,0,0,110,0,0,0,2950,24,4.31,685,0,0,1628,186,8,8.8,0,0,0,32,0,0,8
FiamTo00,0,0,0,0.0,0,0,51,0,0,0,26,0,2.36,11,0,22,130,12,0,10.8,57,5,23,0,0,0,6
FidoTh00,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FiedC.00,0,0,0,0.0,0,0,51,0,0,0,0,0,0,0,2,0,881,89,6,9.9,559,54,142,6,4,0,4
FielJu00,9039,52,32,84.7,0.614,151,59,2892,2562,17,2892,23,5.91,489,19,1143,0,0,0,0,0,0,0,23,0,8,5
FiguYa00,0,0,0,0.0,0,0,34,0,0,0,-7,0,-2.33,3,0,0,103,5,1,20.6,43,2,6,1,1,0,4
FineDe00,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,0,0,158,19,1,8.3,94,10,28,1,1,0,2
FinlJa00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FinlJe00,0,0,0,0.0,0,0,70,0,0,0,0,0,0,0,2,0,2785,223,20,12.5,767,61,316,20,8,0,6
FinlRy00,638,3,4,59.4,0.487,20,8,143,474,2,143,1,6.81,21,0,77,0,0,0,0,0,0,0,1,0,1,2
FinnJi00,0,0,0,0.0,0,0,106,0,0,0,30,0,2.73,11,4,14,423,60,1,7.0,112,15,65,1,1,0,8
FishBo00,0,0,0,0.0,0,0,22,0,0,0,0,0,0,0,0,0,203,12,2,16.9,0,0,0,2,0,0,2
FishMi20,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FitzDe00,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,49,5,1,9.8,49,5,8,1,1,0,4
FitzJo00,0,0,0,0.0,0,0,33,0,0,0,0,0,0,0,0,0,86,14,1,6.1,72,12,2,1,1,0,4
FitzLa00,53,1,0,135.4,0.5,1,263,0,32,1,68,0,3.4,20,13,41,17492,1432,121,12.2,1434,109,2047,121,13,0,17
FitzRy00,34990,223,169,82.3,0.607,301,166,2625,3905,31,2625,21,4.57,574,30,304,-3,3,0,-1.0,0,1,3,21,0,4,17
FlacJo00,48176,272,172,84.1,0.616,406,209,925,4317,27,925,17,2.27,407,26,181,32,2,0,16.0,43,1,2,17,0,3,18
FlagTe00,0,0,0,0.0,0,0,41,0,0,0,237,2,4.23,56,0,0,366,33,1,11.1,0,0,0,3,0,0,5
FleeCo00,0,0,0,0.0,0,0,87,0,0,0,2,1,2.0,1,3,2,3080,255,22,12.1,774,54,422,23,8,1,6
FlemCo20,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,0,0,83,6,0,13.8,0,0,0,0,0,0,2
FlemTr00,0,0,0,0.0,0,0,29,0,0,0,40,0,5.71,7,0,40,233,29,3,8.0,164,19,29,3,2,0,2
FletBr00,0,0,0,0.0,0,0,46,0,0,0,0,0,0,0,0,0,547,54,5,10.1,202,18,54,5,3,0,6
FletTe00,23,1,0,158.3,1.0,0,111,0,23,1,1871,10,3.56,526,4,1139,1943,259,3,7.5,1077,142,172,13,2,6,8
FlicTo00,506,2,10,25.9,0.443,0,21,5,0,0,5,1,0.83,6,0,0,0,0,0,0,0,0,0,1,0,0,6
FlouRy00,0,0,0,0.0,0,0,27,0,0,0,25,0,6.25,4,1,25,577,50,4,11.5,475,40,14,4,4,0,2
FlowKe00,0,0,0,0.0,0,0,16,0,0,0,85,1,3.15,27,0,0,50,7,0,7.1,0,0,0,1,0,0,3
FlowZa00,0,0,0,0.0,0,0,50,0,0,0,174,2,6.44,27,0,62,3128,237,14,13.2,1211,86,224,16,5,1,3
FloyCh00,0,0,0,0.0,0,0,42,0,0,0,33,0,2.36,14,0,22,43,4,0,10.8,21,2,7,0,0,0,3
FloyMa01,0,0,0,0.0,0,0,49,0,0,0,0,0,0,0,0,0,351,26,2,13.5,0,0,0,2,0,0,4
FloyMi00,0,0,0,0.0,0,0,102,0,0,0,2,0,2.0,1,4,2,3959,266,25,14.9,1041,65,503,25,6,0,7
FloyVi20,0,0,0,0.0,0,0,6,0,0,0,15,0,1.88,8,0,0,6,1,0,6.0,0,0,0,0,0,0,1
FloyWi00,0,0,1,0.0,0.0,0,90,0,0,0,1141,20,3.21,355,1,1030,1427,191,5,7.5,1134,153,59,25,4,16,7
FlutDo00,14715,86,68,76.3,0.547,69,92,1634,4984,35,1634,10,4.83,338,16,609,0,0,0,0,0,0,0,10,0,3,21
FlynMa00,2541,17,11,85.9,0.613,39,51,69,1392,8,69,1,1.06,65,5,65,0,0,0,0,0,0,0,1,0,1,7
FoleGl00,2469,12,16,67.2,0.542,6,21,32,2186,10,32,0,1.68,19,1,33,-9,1,0,-9.0,0,1,0,0,0,0,6
FoleNi00,14227,82,47,86.2,0.624,127,71,407,2891,27,407,6,2.7,151,10,221,10,1,0,10.0,15,1,1,6,0,3,11
FolsSt00,0,0,0,0.0,0,0,45,0,0,0,0,0,0,0,0,0,349,37,4,9.4,0,0,0,4,0,0,10
FordBe00,0,0,0,0.0,0,0,24,0,0,0,0,0,0,0,0,0,176,17,2,10.4,0,0,0,2,0,0,3
FordCa00,0,0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FordIs00,0,0,0,0.0,0,0,32,0,0,0,11,0,11.0,1,0,11,681,63,2,10.8,276,28,97,2,2,0,5
FordJa01,0,0,0,0.0,0,0,38,0,0,0,201,2,10.58,19,3,155,848,57,3,14.9,470,25,111,5,2,2,4
FordJe00,0,0,0,0.0,0,0,57,0,0,0,1463,7,4.3,340,0,813,647,107,5,6.0,319,44,106,12,5,4,4
FordJo20,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,56,5,0,11.2,0,0,0,0,0,0,1
ForeDO00,0,0,0,0.0,0,0,63,0,0,0,2558,14,4.11,623,9,914,396,40,3,9.9,123,11,55,17,1,5,8
ForsBr00,0,0,0,0.0,0,0,16,0,0,0,244,2,3.54,69,1,191,37,3,0,12.3,37,3,3,2,0,2,2
ForsJu00,0,0,0,0.0,0,0,122,0,0,0,3890,19,4.74,820,7,1266,1351,210,1,6.4,350,44,289,20,1,8,9
FortMa00,0,0,0,39.6,0.0,0,146,0,0,0,9796,54,4.16,2356,22,1339,4672,554,21,8.4,808,102,712,75,4,9,10
FostBa00,0,0,0,39.6,0.0,0,62,0,0,0,3943,26,4.31,915,0,0,804,93,2,8.6,0,0,0,28,0,0,5
FostBr00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FostDe00,0,0,0,39.6,0.0,0,79,0,0,0,3570,11,3.85,927,18,897,1129,142,5,8.0,372,34,141,16,2,3,7
FounDa00,0,0,0,0.0,0,0,8,0,0,0,0,0,0,0,0,0,23,2,0,11.5,23,2,3,0,0,0,4
FourLe00,0,0,1,0.0,0.0,0,81,0,0,0,4518,34,3.95,1144,4,1152,2219,312,7,7.1,523,76,388,41,3,9,7
FowlJa00,0,0,0,0.0,0,0,42,0,0,0,20,2,2.0,10,0,13,58,6,1,9.7,44,5,9,3,1,1,3
FoxxCh20,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,59,5,1,11.8,0,0,0,1,0,0,1
FranAn00,0,0,0,0.0,0,0,42,0,0,0,2232,22,3.59,622,0,0,15,6,1,2.5,0,0,0,23,0,0,4
FranAr20,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FranBu00,31,1,0,158.3,1.0,0,122,0,31,1,0,0,0,0,3,0,2347,262,32,9.0,442,54,313,32,9,0,9
FranBy00,0,0,0,0.0,0,0,77,0,0,0,-8,0,-1.6,5,0,0,2016,145,10,13.9,0,0,0,10,0,0,7
FranCa20,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FranJe20,26,0,0,118.8,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FranJo00,0,0,0,0.0,0,0,66,0,0,0,-1,0,-0.5,2,0,0,662,65,10,10.2,0,0,0,10,0,0,5
FranJo01,0,0,0,0.0,0,0,11,0,0,0,107,1,5.63,19,2,107,30,4,0,7.5,30,4,5,1,0,1,1
FranJo21,0,0,0,0.0,0,0,9,0,0,0,138,0,3.94,35,0,0,38,8,2,4.8,0,0,0,2,0,0,2
FranPa21,0,0,0,0.0,0,0,10,0,0,0,7,0,1.0,7,0,0,29,7,1,4.1,0,0,0,1,0,0,2
FranTr00,0,0,0,0.0,0,0,33,0,0,0,20,0,2.86,7,0,12,972,93,8,10.5,709,65,53,8,6,0,2
FranWi00,0,0,0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,83,7,0,11.9,83,7,7,0,0,0,1
FreeAn00,0,0,0,0.0,0,0,132,0,0,0,17,0,2.12,8,2,19,7251,477,61,15.2,3724,230,453,61,36,0,9
FreeDe00,0,0,0,0.0,0,0,98,0,0,0,4720,38,4.15,1138,12,1079,2263,298,12,7.6,578,73,375,50,4,11,8
FreeJo00,13873,81,68,77.6,0.576,111,62,946,4065,27,946,4,4.61,205,12,364,-3,0,0,0,0,0,0,4,0,4,7
FreePh00,0,0,0,0.0,0,0,37,0,0,0,1,0,1.0,1,0,0,370,22,4,16.8,0,0,0,4,0,0,3
FreeRo00,0,0,0,0.0,0,0,79,0,0,0,1792,10,3.8,471,2,521,532,86,1,6.2,256,43,109,11,1,5,6
FreiPa00,0,0,0,0.0,0,0,78,0,0,0,0,0,0,0,4,0,2676,261,22,10.3,732,65,302,22,7,0,5
FrerGu00,21291,114,106,74.2,0.547,122,147,315,9785,48,315,6,1.6,197,8,118,0,0,0,0,0,0,0,6,0,3,15
FrieJo00,8699,45,42,72.3,0.546,3,69,29,8633,45,29,0,0.55,53,0,31,0,0,0,0,0,0,0,0,0,0,11
FrieMi00,0,0,0,0.0,0,0,27,0,0,0,0,0,0,0,0,0,621,40,1,15.5,0,0,0,1,0,0,2
FromJa00,210,1,3,38.9,0.45,6,3,65,210,1,65,0,8.12,8,0,65,0,0,0,0,0,0,0,0,0,0,2
FryaIr00,0,0,0,39.6,0.0,0,255,0,0,0,242,1,5.5,44,0,226,12785,851,84,15.0,11983,784,121,85,77,1,17
FryeCh00,4154,17,29,69.7,0.619,79,26,347,2449,10,347,4,4.82,72,4,215,0,0,0,0,0,0,0,4,0,3,5
FuamCh00,0,0,0,0.0,0,0,73,0,0,0,964,8,4.25,227,0,453,351,43,2,8.2,127,16,44,10,1,3,7
FulcMo20,0,0,0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
FulgTr00,0,0,0,0.0,0,0,17,0,0,0,0,0,0,0,0,0,539,38,4,14.2,539,38,70,4,4,0,3
FullBr00,0,0,0,0.0,0,0,46,0,0,0,1702,18,3.93,433,0,0,370,44,1,8.4,0,0,0,19,0,0,4
FullCo00,0,0,0,0.0,0,0,28,0,0,0,0,0,0,0,1,0,288,18,1,16.0,212,14,40,1,1,0,3
FullDe00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FullEd20,0,0,0,0.0,0,0,20,0,0,0,39,0,6.5,6,0,0,17,2,0,8.5,0,0,0,0,0,0,4
FullWi01,0,0,0,0.0,0,0,55,0,0,0,6,0,1.5,4,1,9,3136,213,24,14.7,879,53,341,24,8,0,6
FumaTr00,0,0,0,0.0,0,0,19,0,0,0,0,0,0,0,0,0,118,14,2,8.4,80,8,24,2,1,0,3
FuncDe00,0,0,0,0.0,0,0,62,0,0,0,0,0,0,0,1,0,2265,164,21,13.8,840,63,316,21,8,0,5
FunkJa00,0,0,0,0.0,0,0,20,0,0,0,15,0,3.75,4,0,10,12,1,0,12.0,12,1,1,0,0,0,3
FurrWi00,572,2,10,31.4,0.46,0,9,20,0,0,20,0,2.5,8,0,0,0,0,0,0,0,0,0,0,0,0,4
GabbBl00,9487,51,50,71.7,0.562,141,69,685,2214,12,685,3,3.41,201,14,185,-16,1,0,-16.0,0,1,1,3,0,2,13
GabrDi00,937,7,2,80.8,0.595,0,10,86,0,0,86,0,6.14,14,0,0,0,0,0,0,0,0,0,0,0,0,1
GabrDo00,0,0,0,0.0,0,0,57,0,0,0,12,0,4.0,3,1,7,1550,101,8,15.3,554,37,101,8,3,0,4
GadsOr01,0,0,0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,664,49,3,13.6,0,0,0,3,0,0,1
GaffJa00,39,1,0,99.2,0.2,0,158,0,39,1,56,0,6.22,9,3,30,5690,447,24,12.7,947,68,620,24,5,0,11
GaffTy00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GageJu00,0,0,0,0.0,0,0,100,0,0,0,0,0,0,0,3,0,2958,201,16,14.7,750,55,263,16,6,0,8
GageRu00,39,1,0,135.4,0.5,0,75,0,39,1,21,0,3.5,6,3,12,2491,244,14,10.2,786,72,357,14,5,0,8
GaglBo00,3431,17,27,62.7,0.512,0,32,352,0,0,352,4,3.78,93,0,0,0,0,0,0,0,0,0,4,0,0,12
GainDe00,0,0,0,0.0,0,0,34,0,0,0,120,1,2.93,41,0,0,122,13,0,9.4,0,0,0,1,0,0,5
GainKe00,17,0,0,118.8,1.0,0,83,0,17,0,1722,17,4.37,394,4,537,1207,175,4,6.9,486,73,138,21,3,5,5
GainMi00,0,0,0,0.0,0,0,83,0,0,0,0,0,0,0,3,0,869,84,6,10.3,260,25,88,6,2,0,6
GaitTo00,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GajaHo00,34,1,0,135.4,0.5,0,45,0,0,0,1358,11,5.39,252,0,0,515,63,2,8.2,0,0,0,13,0,0,5
GalbSc00,0,0,0,0.0,0,0,118,0,0,0,0,0,0,0,0,0,670,60,6,11.2,0,0,0,6,0,0,9
GallJe00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GallJo00,-1,0,0,79.2,1.0,0,198,0,0,0,496,1,7.87,63,2,379,10950,701,77,15.6,4122,261,635,78,36,1,16
GallMi00,0,0,0,0.0,0,0,86,0,0,0,0,0,0,0,0,0,3744,266,21,14.1,1107,66,479,21,6,0,6
GallWa00,0,0,0,0.0,0,0,61,0,0,0,1548,9,4.23,366,7,682,519,81,2,6.4,193,34,115,11,1,6,5
GambKe00,0,0,0,0.0,0,0,19,0,0,0,24,1,4.0,6,0,0,-5,3,0,-1.7,0,0,0,1,0,0,3
GanaTe00,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GandAn00,0,0,0,0.0,0,0,10,0,0,0,22,0,22.0,1,0,22,3,1,0,3.0,3,1,7,0,0,0,2
GannRi00,28743,180,104,84.7,0.602,161,157,2449,11270,66,2449,21,4.7,521,10,1271,-3,2,0,-1.5,0,1,1,21,0,10,18
GantQu00,0,0,0,0.0,0,0,36,0,0,0,280,3,3.5,80,0,199,151,17,0,8.9,99,9,19,3,0,3,5
GarcBu20,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,27,3,1,9.0,0,0,0,1,0,0,2
GarcPi00,0,0,0,39.6,0.0,0,148,0,0,0,72,0,6.0,12,5,28,7854,628,38,12.5,1346,113,1041,38,6,0,11
GardCa00,0,0,0,0.0,0,0,101,0,0,0,749,10,3.55,211,0,0,281,36,1,7.8,0,0,0,11,0,0,8
GardRo00,46,2,0,94.0,0.286,1,91,0,46,2,24,0,4.8,5,3,16,3165,242,23,13.1,1006,71,367,23,8,0,6
GardTa00,0,0,0,0.0,0,0,21,0,0,0,0,0,0,0,0,0,52,4,0,13.0,29,3,4,0,0,0,2
GarnCh00,0,0,0,0.0,0,1,147,0,0,0,7097,39,4.62,1537,10,2317,3711,419,12,8.9,941,91,426,51,4,17,11
GaroJi00,15828,96,52,97.6,0.674,140,85,259,3978,27,259,7,1.32,196,16,62,-3,2,0,-1.5,3,1,2,7,0,3,12
GarrDa00,16003,89,54,85.8,0.616,179,86,1746,3620,23,1746,17,4.59,380,15,323,-6,1,0,-6.0,0,1,1,17,0,5,9
GarrGr00,0,0,0,0.0,0,0,79,0,0,0,0,0,0,0,0,0,1329,82,6,16.2,0,0,0,6,0,0,7
GarrSh20,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,32,3,0,10.7,0,0,0,0,0,0,1
GaryCl00,8,0,0,100.0,1.0,0,68,0,0,0,2645,24,3.92,674,0,0,874,135,5,6.5,0,0,0,29,0,0,6
GaryOl00,0,0,0,0.0,0,0,48,0,0,0,1998,11,4.03,496,3,1159,415,59,0,7.0,159,21,71,11,0,7,5
GarzSa20,183,1,2,63.1,0.55,0,2,31,0,0,31,1,3.88,8,0,0,0,0,0,0,0,0,0,1,0,0,1
GashSa00,0,0,0,0.0,0,0,177,0,0,0,327,2,2.7,121,1,323,1347,169,13,8.0,998,124,64,15,9,2,12
GaskMy00,0,0,0,0.0,0,0,47,0,0,0,1360,7,3.71,367,4,612,712,102,6,7.0,388,49,129,13,4,3,7
GateCl00,0,0,0,0.0,0,0,32,0,0,0,16,0,8.0,2,0,12,365,30,0,12.2,224,16,71,0,0,0,3
GateLi00,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GathRi00,0,0,0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,45,3,0,15.0,45,3,7,0,0,0,3
GaulWi00,0,0,0,0.0,0,0,170,0,0,0,154,0,7.33,21,0,0,6635,333,44,19.9,0,0,0,44,0,0,11
GaylTr00,0,0,0,0.0,0,0,34,0,0,0,0,0,0,0,0,0,784,52,4,15.1,385,25,116,4,3,0,3
GaynDo20,30,0,0,108.3,1.0,0,1,4,0,0,4,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GayxEv00,0,0,0,0.0,0,0,16,0,0,0,0,0,0,0,0,0,205,15,1,13.7,0,0,0,1,0,0,2
GednCh00,0,0,0,0.0,0,0,73,0,0,0,15,0,15.0,1,0,15,914,83,8,11.0,839,73,16,8,8,0,8
GelbSt00,2100,10,22,50.5,0.491,0,20,108,0,0,108,0,3.86,28,0,0,0,0,0,0,0,0,0,0,0,0,11
GentDe00,0,0,0,0.0,0,0,159,0,0,0,764,5,5.58,137,0,0,2076,171,7,12.1,0,0,0,12,0,0,11
GentZa00,0,0,0,0.0,0,0,41,0,0,0,0,0,0,0,0,0,303,39,0,7.8,167,19,49,0,0,0,5
GeorEd00,0,0,0,0.0,0,0,141,0,0,0,10441,68,3.64,2865,23,4142,2227,268,10,8.3,564,70,253,78,4,19,9
GeorJe00,27602,154,113,80.4,0.579,44,131,307,23276,125,307,2,1.83,168,3,244,0,0,0,0,0,0,0,2,0,2,12
GerhTo00,0,0,0,0.0,0,0,82,0,0,0,1675,7,4.22,397,8,531,809,100,3,8.1,190,23,132,10,3,2,6
GermJa00,0,0,0,0.0,0,0,35,0,0,0,0,0,0,0,0,0,294,20,3,14.7,219,12,33,3,3,0,4
GermJo00,136,1,2,65.6,0.562,3,3,0,136,1,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
GermRe00,0,0,0,0.0,0,0,16,0,0,0,0,0,0,0,0,0,203,12,0,16.9,203,12,21,0,0,0,1
GesiMi00,0,0,0,39.6,0.0,0,128,0,0,0,0,0,0,0,3,0,3833,353,24,10.9,780,73,498,24,6,0,8
GettDa00,0,0,0,0.0,0,0,17,0,0,0,2,0,0.67,3,0,2,508,37,3,13.7,508,37,67,3,3,0,3
GibbJa01,0,0,0,0.0,0,0,49,0,0,0,3580,39,5.3,675,3,1412,1449,181,10,8.0,636,77,134,49,6,16,3
GibsAn00,0,0,0,0.0,0,0,83,0,0,0,3287,24,4.18,787,14,1037,1495,197,7,7.6,389,48,242,31,3,11,6
GibsBr00,0,0,0,0.0,0,0,76,0,0,0,44,0,8.8,5,4,28,2711,233,13,11.6,691,53,407,13,5,0,6
GibsSh00,0,0,0,0.0,0,0,20,0,0,0,0,0,0,0,0,0,59,3,0,19.7,48,2,6,0,0,0,3
GiddDJ00,0,0,0,0.0,0,0,9,0,0,0,96,0,3.69,26,0,0,0,0,0,0,0,0,0,0,0,0,1
GilbGa01,477,1,1,75.2,0.573,5,8,25,243,1,25,0,4.17,6,0,28,0,0,0,0,0,0,0,0,0,0,8
GillCr00,0,0,0,0.0,0,0,32,0,0,0,0,0,0,0,0,0,604,51,6,11.8,412,33,76,6,4,0,3
GillCu00,0,0,0,0.0,0,0,44,0,0,0,0,0,0,0,0,0,6,1,0,6.0,6,1,1,0,0,0,4
GillMi00,0,0,0,0.0,0,0,36,0,0,0,1291,16,4.71,274,3,577,103,17,1,6.1,50,9,20,17,1,8,6
GillOw20,0,0,0,0.0,0,0,32,0,0,0,490,3,5.0,98,0,0,189,21,0,9.0,0,0,0,3,0,0,3
GillSc20,0,0,0,0.0,0,0,14,0,0,0,18,0,2.57,7,0,0,12,1,0,12.0,0,0,0,0,0,0,1
